,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,gender,genre
37,Aretha Franklin,Until You Come Back to Me  (That’s What I’m Gonna Do),Until You Come Back to Me  (That's What I'm Gonna Do) by Aretha Franklin,,1973.0,11.0,,17477,https://genius.com/Aretha-franklin-until-you-come-back-to-me-thats-what-im-gonna-do-lyrics,0,3,3, though you dont call anymore i sit and wait in vain i guess ill rap on your door your door tap on your window pane tap on your window pane i want to tell you baby changes ive been going through missing you listen you  til you come back to me thats what im gonna do  why did you have to decide you had to set me free im going to swallow my pride my pride im going to beg you to please baby please see me baby wont you see me im going to walk by myself just to prove that my love is true all for you baby  til you come back to me thats what im gonna do  living for you my dear is like living in a world of constant fear hear my plea hear my plea ive got to make you see make you see that our love is dying our love is dying you might also like although your phone you ignore somehow i must somehow i must how i must explain im going to rap on your door your door tap on your window pane tap on your window pane im going to camp by your steps until i get through to you uuuh ive got to change your view baby  til you come back to me thats what im gonna do til you come back to me thats what im gonna do til you come back to me thats what im gonna do  im going to rap on your door tap on tap on your window pane tap on open out baby i’m gonna rap on your door tap on tap on your tap on your tap on tap on your tap on your window pane tap on your window pane i’m going to rap on your door rap on tap on your window pane tap on open out baby,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,female,soul
38,Aretha Franklin,A Rose is Still a Rose,A Rose is Still a Rose by Aretha Franklin (Ft. Lauryn Hill),1998-02-10,1998.0,2.0,10.0,17038,https://genius.com/Aretha-franklin-a-rose-is-still-a-rose-lyrics,1,1,1, listen dear i realise that youve been hurt deep because ive been there but regardless to who what why when and where were all precious in his sight and a rose is still and always will be a rose doo doo doo doo doo doo mmm dooby dooby doo doo doo doo doo doo doo doo doo doo mmm  there was a rose i knew i done met her once or twice before she was a pretty sweet thing not the least bit insecure then you came with your slick game and played with her youth unashamed of the way you lied and played with the truth hey hey she never knew what hit her oh steal her honey then forget her now the rose is scorned she wears a thorn tryin to forget about you  cause a rose is still a rose baby girl youre still a flower he cant leave you and then take you make you and then break you darlin you hold the power what i am is what i am you might also like now believe me when i tell you that ive been hurt myself when he tells you that he loves you its you nobody else and now youre so tough tryin to wear tight clothes and things tossin and flossin tryin to fill the void heartbreak brings oh oh yeah when she gets nearer shes cryin you cant hear her now the rose is scorned she wears a thorn tryin to forget about you  cause a rose is still a rose baby girl youre still a flower he cant leave you and then take you make you and then break you baby girl you hold the power what i am is what i am  see a rose is still a rose baby girl youre still a flower he cant leave you and then take you make you and then break you darlin you hold the power what i am is what i am  let your life be in the sunshine not the darkness of your sorrow you may see youre lost today but new love will come tomorrow dont believe that life is over just because your man is gone girl love yourself enough to know that without him your life goes on without him your life goes on and without him your life goes on cause a rose is still a rose baby girl youre still a flower he cant leave you and then take you make you and then break you baby girl you hold the power what i am is what i am  see a rose is still a rose baby girl youre still a flower he cant leave you and then take you make you and then break you darlin you hold the power what i am is what i am,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,female,soul
39,Aretha Franklin,Bridge Over Troubled Water,Bridge Over Troubled Water by Aretha Franklin,,1971.0,3.0,,16308,https://genius.com/Aretha-franklin-bridge-over-troubled-water-lyrics,0,3,1, dont trouble the water i wont leave it alone why dont you why dont you let it be um hum hum still water run deep yes it do i know that whoaooyeah if you only believe dont trouble the water said i wouldnt leave it alone why dont you why dont you let it be umm still water run deep yes it do yes it do whoaohho yeah if you only believe  when youre down and out when youre on the street when evening falls so hard i will comfort you ill take your part oh when darkness comes and pain is all is all around  just like a bridge over troubled water i will lay me down like a bridge just like a bridge over troubled over troubled water i will lay me down you might also like sail on silver girl sail on by your time has come to shine all of your dreams are on their way see how they shine ooooh and if you ever need a friend need a friend look around im sailing right behind  just like a bridge bridge over over troubled water ill be there to lay me down like a bridge like a bridge over troubled water troubled water i will lay me down ooooh ill be your bridge yes i will  dont trouble the water said i wouldnt leave it alone well why dont you why dont you let it be uhhuh still water run deep i know that yes it do yeah ohohoh yeah still water dont trouble the water yeah leave it alone why dont you why dont you let it be talking bout still water still water run deep you know they run deep yes it do uhhuh ohhohoyeah well im gonna be your bridge yeah dont trouble the water the troubled water leave it alone oh why dont you why dont you let it be come on come on walk out on me still water run deep oh yes it do,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,female,soul
40,Clarence Carter,Patches,Patches by Clarence Carter,,1970.0,7.0,,30110,https://genius.com/Clarence-carter-patches-lyrics,0,1,2,"i was born and raised down in alabama on a farm way back up in the woods i was so ragged the folks used to call me ""patches"" papa used to tease me about it course deep down inside he was hurt cause hed done all he could my papa was a great old man i can see him with a shovel in his hand see education he never had he did wonders when the time got bad the little money from the crops he raised barely paid the bills we made oh life had kicked him down to the ground when he tried to get up life would kick him back down one day papa called me to his dyin bed put his hands on my shoulders and in tears he said he said ""patches im depending on you son to pull the family through my son its all left up to you"" two days later papa passed away and i became a man that day so i told mama i was gonna quit school but she said that was daddys strictest rule you might also likeso every morning fore i went to school i fed the chickens and i chopped wood too sometimes i felt that i couldnt go on i wanted to leave just run away from home but i would remember what my daddy said with tears in his eyes on his dyin bed he said ""patches im depending on you son ive tried to do my best its up to you to do the rest"" then one day a strong rain came and washed all the crops away and at the age of thirteen i thought i was carrying the weight of the whole world on my shoulders and you know mama knew what i was going through cause every day i had to work the fields cause thats the only way we got our meals see i was the oldest of the family and everybody else depended on me every night i heard my mama pray ""lord give him strength to make another day"" though years have passed and all the kids have grown the angels took mama to a brand new home lord knows people i shedded tears but my daddys voice helped me through the years sayin ""patches im depending on you son to pull the family through my son its all left up to you"" oh i could still hear papas voice sayin ""patches im depending on you son ive tried to do my best its up to you to do the rest"" i could still hear papa when hes saying ""patches im depending on you son to pull the family through my son its all left up to you""",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
41,Clarence Carter,Strokin’,Strokin' by Clarence Carter,,,,,25595,https://genius.com/Clarence-carter-strokin-lyrics,0,1,1,"when i start makin love i dont just make love i be strokin thats what i be doin huh i be strokin i stroke it to the east and i stroke it to the west and i stroke it to the woman that i love the best i be strokin let me ask you somethin what time of the day do you like to make love have you ever made love just before breakfast have you ever made love while you watched the late late show well let me ask you this have you ever made love on a couch well let me ask you this have you ever made love on the back seat of a car i remember one time i made love on the back seat of a car and the police came and shined his light on me and i said ""im strokin thats what im doin i be strokin"" i stroke it to the east and i stroke it to the west and i stroke it to the woman that i love the best i be strokin you might also likelet me ask you something how long has it been since you made love huh did you make love yesterday did you make love last week did you make love last year or maybe it might be that you plannin on makin love tonight but just remember when you start making love you make it hard long soft short and be strokin i be strokin i stroke it to the east and i stroke it to the west and i stroke it to the woman that i love the best huh i be strokin now when i start making love to my woman i dont stop until i know shes sasified and i can always tell when she gets sasified cause when she gets sasfied she start calling my name shed say ""clarence carter clarence carter clarence carter clarence carter ooh shit clarence carter"" the other night i was strokin my woman and it got so good to her you know what she told me let me tell you what she told me she said ""stroke it clarence carter but dont stroke so fast if my stuff aint tight enough you can stick it up my"" whoo i be strokin ha ha ha ha i be strokin i stroke it to the east and i stroke it to the west and i stroke it to the woman that i love the best huh i be strokin i be strokin ha ha ha ha i be strokin yeah i be strokin i stroke it to the north i stroke it to the south i stroke it everywhere i even stroke it with my whoo i be strokin i be strokin ha ha i be strokin",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
42,Clarence Carter,I Got Caught Making Love,I Got Caught Making Love by Clarence Carter,,1975.0,,,22327,https://genius.com/Clarence-carter-i-got-caught-making-love-lyrics,0,1,1, im gonna rap to ya a little bit about two feelings that we all know about and they are loneliness & temptation now i know at sometime or the other everybody gets lonely and when youre lonely you sit at home watch the telephone hopin it would ring or you turn on your favorite dj hopin that he might play something that would ease your mind but when none of these things come about you go out and you start searchin and thats when you meet temptation well i know what im speaking about because something happened to me a few months ago i never expect it to happen i didnt look for it but when i found it i really did like it maybe this song will explain what i mean  i went over to see my friend yesterday his old lady told me he was gone away you might also likeshe said she was burning with desire and she wanted me to put out the fire  i got caught making love to another mans wife yes i did yall aint gonna believe me but i got caught making love to another mans wife yes i did she told me to step inside the door and then she reached over and turned the lights way down low and before i knew what was goin on she was in my arms and suddenly her old man walked through the door  now i know what i did was a shame and a sin but if i had the chance and wasnt in this hospital id do it all again  ima tell all you men out there dont ever get caught making love to another mans wife yeah yeah yeah yeah yeah,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
43,Clarence Carter,Back Door Santa,Back Door Santa by Clarence Carter,,1969.0,,,19063,https://genius.com/Clarence-carter-back-door-santa-lyrics,0,1,1,they call me back door santa i make my runs about the break of day they call me back door santa i make my runs about the break of day oh ho ho i make all the little girls happy while the boys are out to play lookie here i aint like old saint nick he dont come but once a year oh ho ho ho i aint like old saint nick he dont come but once a year but lookie here i come running with my presents every time you call me dear lookie here i keep some change in my pocket in case the children at home i give them a few pennies so that we can be alone i leave the back door open so if anybody smells a mouse and wouldnt old santa be in trouble if there aint no chimney in the house they call me back door santa i make my runs about the break of day lookie here i make all the little girls happy while the boys are out to play you might also likethats what they call me back door santa thats what they call me they call me back door santa thats what all the girls call me i give em all little presents and thats what the call me they call me back door santa and i like for them to call me that the call me back door santa and i like it i like it i like it i like it,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
44,Clarence Carter,Slip Away,Slip Away by Clarence Carter,,1968.0,,,10724,https://genius.com/Clarence-carter-slip-away-lyrics,0,1,3,what would i give for just a few moments what would i give just to have you near tell me you will try to slip away somehow oh i need you darling i want to see you right now can you slip away slip away slip away yeah oh i need you so love oh love how sweet it is when youre still in darling let me tell you something now how sweet it is now i know its wrong the things i ask you to do but please believe me darling i dont mean to hurt you but could you just slip away without him knowing youre gone then we could meet somewhere somewhere where were both unknown can you just can you slip away slip away slip away yeah i need you so oh can you slip away baby id like to see you right now darling can you slip away now baby cause i got to i got to see you i feel a deep burning insideyou might also like,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
45,Clarence Carter,Love Me With a Feeling,Love Me With a Feeling by Clarence Carter,1985-01-01,1985.0,1.0,1.0,5612,https://genius.com/Clarence-carter-love-me-with-a-feeling-lyrics,0,1,1,"if youre gonna love me woman you love me with a thrill cause if you dont i believe your sister will  will you love me with a feeling will you love me with a feeling girl love me with a feeling ahh or you dont have to love at all the cops took her in but that woman didnt need no bail she shook her moneymaker for the judge and the judge put the cops in jail  all you biglegged women keep your dresses down i know you got somethin under there would make a bulldog kiss a hound  one leg in the east and one leg in the west and me in the center tryin to do my best you might also like i wanna sing another verse dont be afraid now girl clarence aint gonna do you no harm it aint so big around but its sixteen inches long  i just wanna sing another verse right here she placed one leg upside the wall she said ""take your time clarence"" ""i want you to have it all""  i wanna sing one more verse you told me you were a virgin girl and you look mighty clean i know its gonna get real tight baby so i brought some vaseline ",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
46,Clarence Carter,Grandpa Can’t Fly His Kite,Grandpa Can't Fly His Kite by Clarence Carter,1987-01-01,1987.0,1.0,1.0,0,https://genius.com/Clarence-carter-grandpa-cant-fly-his-kite-lyrics,0,1,2,"i went down to the bar to have myself a drink cause grandpa had given me some news and i had to think the bartender said ""have a drink of gin cause drinkin gin aint no sin"" but i told the bartender that drinkin gin wont let your nature bend grandpa cant fly his kite cause grandma wont give it no tail no so you see ive got to use what mother nature gave me before father time takes it away yeah the mother rabbit told the father rabbit she said ""sex aint nothin but a habit"" the father rabbit told the mother rabbit ""well baby shoot the habit to me rabbit"" the male bee makes love to the queen bee until she cries he knows when he finishes makin love hes surely gonna die but you see grandpa cant fly his kite cause grandma wont give it no tail no so im gonna use what mother nature gave me before father time takes it away yeah i told you i got sixteen inches and its four inches thick and the first day i dont make love ill take gravely sick you might also likei feel sorry for grandpa because i know what he wants to do and thats how come i came over to your house because i got to make love to you you see grandpa cant fly his kite cause grandma wont give no tail no shake it so i got to use what mother nature gave me before father time takes it away yeah instrumental break i went to see my doctor just the other day he said ""clar you wont last too long if you dont slow down the pace"" i said ""listen doctor good lovin aint no sin but if that good stuff kill me then let me go with the breeze"" grandpa cant fly his kite cause grandma wont give no tail no so i got to use what mother nature gave me before father time takes it away yeah one more verse grandpa and grandma were layin in the bed and grandpa turned over and this is what he said he said ""wake up grandma dont sleep so damned sound cause that aint what you promised when we first laid down"" grandpa cant fly his kite cause grandma wont give no tail yeah yeahyeah so i got to use what mother nature gave me before father time takes it away yeah",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
47,Clarence Carter,I Can’t See Myself,I Can't See Myself by Clarence Carter,,1968.0,,,0,https://genius.com/Clarence-carter-i-cant-see-myself-lyrics,0,1,1,peace go with you darling as you prepare to walk out of my life i hope you find your somewhere and make some man a good wife but i just cant see myself no i cant see myself crying about you listen oh we used to have some good times sure we had a lot of fun but every time we had a little fight youd find somewhere to run thats why i say i cant see myself no i cant see myself crying about you now all of my friends told me about how you laughed and you bragged and you you kept on aboasting about how youre gonna leave me holding the bag but ill get over you ill get over you so you can go now darling i know you wanna play the field and youre gonna tell everybody that that i gave you a lowdown deal but but i just cant see myself no i cant see myself crying about you i aint gonna cry baby no no aint gonna cry aint gonna cry aint gonna cry aint gonna cry aint gonna cry no no no about you babyyou might also like,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
48,Clarence Carter,You Talk Too Much,You Talk Too Much by Clarence Carter,,1982.0,,,0,https://genius.com/Clarence-carter-you-talk-too-much-lyrics,0,0,2,you talk too much you worry me to death you talk too much you even worry my pet you just talk talk too much you talk about people that you dont know you talk about people wherever you go you just talk talk too much you talk about people that you never seen you talk about people you can make me scream you just talk talk too much you talk too much you worry me to death you talk too much you even worry my pet you just talk talk too much you talk about people that you dont know you talk about people wherever you go you just talk talk too much you talk about people that you never seen you talk about people you can make me scream you just talk talk too much you might also like,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
49,Clarence Carter,Dr. C.C.,Dr. C.C. by Clarence Carter,,1986.0,,,0,https://genius.com/Clarence-carter-dr-cc-lyrics,0,1,1,hi this is dr cc at the sound of the tone leave me your name and your telephone number and ill call you back im dr cc get your medicine from me get your medicine from me get your medicine from me get your medicine from me i dont work in the daytime i do all of my doctoring at night and i dont have an office but my van deserves all right i cant afford to get caught so i dont take house calls i like to meet on a lonely street where theres hardly any traffic at all yeah im dr cc get your medicine from me get your medicine from me get your medicine from me get your medicine from me you might also likei specialize in lovology and id be happy to take your case but you cant afford to fall in love cause thats strictly out of place i can make you hotter than the fourth of july and i work with a slow hand when you need your prescription filled you can come back and see me again yeah im dr cc get your medicine from me get your medicine from me then youll say mmm i love it i love it sing it again mmm i love it i love it then youll say mmm i love it i love it one more time mmm i love it i love it mm i love it i love it uhh i love it im dr cc get your medicine from me get your medicine from me get your medicine from me get your medicine from me get your medicine from me get your medicine from me get your medicine from me get your medicine from me,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
50,Clarence Carter,Snatching It Back,Snatching It Back by Clarence Carter,,1969.0,,,0,https://genius.com/Clarence-carter-snatching-it-back-lyrics,0,1,2,how can i get your love when you keep on snatching it back tell me tell me tell me tell me tell me girl how can i get your love when you keep on snatching it back thats what i want to know right now girl how you expect for me to get it when you keep on doing like that you want me and i want you but youre afraid that i wont be true i get your love in the palm of my hand you change your mind and snatch it back again so tell me how can i get your love when you keep on snatching it back oh you want to tell me now girl how can i get your love when you keep on snatching it back thats what i want to know i want to know i want to know how you expect for me to get it when you keep on doing like that you might also likesome other man before my time must have loved you and left you behind now youre afraid that ill hurt you but i wont do anything you dont want me to so tell me how can i get your love when you keep on snatching it back oh i want to know right now right now girl how can i get your love when you keep on snatching it back thats what i wanna know right now how can i get your love when you keep on snatching it back you ought not to do me like that baby i wanna know how can i get your love when you keep on snatching it back oh you know i love you baby how can i get your love when you keep on snatching it back,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
51,Clarence Carter,Looking For a Fox,Looking For a Fox by Clarence Carter,,1968.0,,,0,https://genius.com/Clarence-carter-looking-for-a-fox-lyrics,0,1,4,ha ha ha ha im all alone and fancy free but this aint the way i wanna be now girls get your game up tight were gonna have a wing ding doodle tonight but right now im looking for a fox im looking for a fox im looking for a fox tonight the skys the limit i got some money and i wanna spend it its saturday night and i wanna play im gonna groove til the break of day now looka here im looking for a fox im looking for a fox im looking for a fox got a brand new pinstripe suit of clothes big wide polkadot tie cuff links as big as jay bird eggs and look at that  shoes made out of alligator hide well say something else here im ripe and ready and hot to trot boy you on fire girl you can get everything i got hell take it too i got the money girl if you got the time we open all night all you gotta do is gimme a sign looky here you might also likeim looking for a fox im looking for a fox im looking for a fox im looking for a fox im looking for a fox im looking for a fox im looking for a fox im looking for a fox im looking for a fox you know something mac you can sing man lookin for a fox lookin for a fox im on fire lookin for a fox call out the dogs lookin for a fox i hope you find one,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
52,Clarence Carter,Too Weak to Fight,Too Weak to Fight by Clarence Carter,,1969.0,,,0,https://genius.com/Clarence-carter-too-weak-to-fight-lyrics,0,1,4,there is something baby about you thats really attracting me yeah and your sweet love darling really got a hold on me ive got a little taste of your love and now im hooked on you yeah and i keep falling falling but what can i do im too weak to fight listen to me baby too weak to fight yeah youre breaking down my health girl cant eat and i cant sleep oh no ive tried to turn you loose now but your hook is in too deep oh yeah my resistance is getting a little low and ive got to find a cure uh huh cause i keep falling falling falling for you yeah im too weak to fight listen to me baby too weak to fight yeah you might also likeim too weak to fight youre messin with my head you got me too weak to fight uh huh too weak to fight now baby im calling wrong numbers too weak to fight now baby you got my head going going around and round oh yeah too weak to fight now baby baby baby baby uh huh yes i am,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
53,Clarence Carter,Do What You Gotta Do,Do What You Gotta Do by Clarence Carter,,1968.0,,,0,https://genius.com/Clarence-carter-do-what-you-gotta-do-lyrics,0,1,1,girl i can understand how it might be kind of hard to love a boy like me i dont blame you much for wanting to be free i just wanted you to know i loved you better than your own kin did from the very start its my own fault for what happens to my heart you see ive always known youd go but you just do what you gotta do my wild sweet love though it may mean ill never kiss your sweet lips again pay that no mind and find that dappled dream of yours come on back and see me when you can now i know they make you sad they make you feel so bad they say you dont treat me like you should they got ways to make you feel no good id guess theyve got no way to know ive had my eyes wide open from the very start and girl you never lied to me and the part of you theyll never never see is the part youve shown to me so you just do what you gotta do my wild and sweet love though it may mean ill never kiss those sweet lips again pay that no mind and find that dappled dream of yours and come on back and see me when you can you might also likeand you just do what you gotta do my wild and sweet love though it may mean ill never kiss your sweet lips again pay that no mind,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
54,Clarence Carter,The Feeling Is Right,The Feeling Is Right by Clarence Carter,,1969.0,,,0,https://genius.com/Clarence-carter-the-feeling-is-right-lyrics,0,1,2,every time im with you darling a fever comes over me oh yeah and theres a burning deep inside that just wont let me be oh no i tried to be patient baby but i just cant stand the pain oh no and theres no time like right now darling while were alone again the feeling is right and the time is right now now you say it the feeling is right i got to have your love my desires wont wait forever darling my willpowers growing weak oh yeah and i cant fill this need inside with promises you wont keep oh no so put away your childish ways and let the woman in you shine oh yeah and let a good thing come between us girl get down with this love of mine the feeling is right and the time is right now oh the feeling is right i got to have your love you might also likei said the feeling is right and the time is right now sometime you make me feel like,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
55,Clarence Carter,Drift Away,Drift Away by Clarence Carter,,1982.0,,,0,https://genius.com/Clarence-carter-drift-away-lyrics,0,0,1,day after day im more confused yet i look for the light through the pourin rain you know thats a game that i hate to lose and im feeling the strain aint it a shame oh give me the beat boys and free my soul i want to get lost in your rock and roll and drift away beginning to think that im wasting time i dont understand the things i do the world outside looks so unkind now im counting on you to carry me through oh give me the beat boys and free my soul i want to get lost in your rock and roll and drift away and when my mind is free you know a melody can move me and when im feeling blue the guitars coming through to soothe me thanks for the joy that youre given me i want you to know i believe in your song your rythm and rhyme and harmony youve helped me along makin me strong oh give me the beat boys and free my soul i want to get lost in your rock and roll and drift away na na now wont ya wont ya take oh ha take meyou might also like,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
56,Clarence Carter,What Was I Suppose to Do,What Was I Suppose to Do by Clarence Carter,1977-01-01,1977.0,1.0,1.0,0,https://genius.com/Clarence-carter-what-was-i-suppose-to-do-lyrics,0,1,1,"im sorry if i embarrassed you i let my jealousy show and thats something i said i wouldnt do but tell me how far is a man supposed to go when another man tries to steal your woman and even lets it show he pulled on your hair and rubbed on your face and even had the nerve to ask the color of your lingerie  tell me what was i supposed to do when he disrespected me and he disrespected you creating a scene is not my prescription for protecting my woman against male intervention he bought you drinks and gave you invitations to his table he insisted on dancing with you when i said you werent available you might also likebeing nice to other men i really dont mind but i just couldnt stand to see him rub on your behind  if you say ""its over"" well i can understand why but theres something i want to say before you say ""goodbye"" letting my jealousy show maybe wasnt a thing to do but i just cant help myself if im in love with you respect for my woman is one thing i demand and i wont stand no teasin from no other man  what was i supposed to do what was i supposed to do he disrespected me and he disrespected you you tell me what was i supposed to do he pulled on your hair ",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
57,Clarence Carter,I Can’t Do Without You,I Can't Do Without You by Clarence Carter,,1969.0,,,0,https://genius.com/Clarence-carter-i-cant-do-without-you-lyrics,0,1,2,when we broke up i laughed while you were cryin you said you couldnt stand my cheatin and lyin after the first night thats when i realized the truth oh darling i cant do without you i cant do without you every minute seem like years i cant do without you i cry so much ive run outta tears i sit by the telephone hopin you would call look at your picture beat my head against the wall i still feel the fire of our very first kiss when i think about you darling i nearly drink myself sick cause i cant do without you im like an addict hooked on drug i cant do without you i got to have some more some more of your love never have i been locked up in misery i need you darling to set me free come my baby show me one more time oh darling im bout to lose my mind cause i cant do without you im bored outta my head i cant do without you without you i might as well be dead do without you baby oh no no no baby baby baby i cant do without you im in misery you might also likei cant do without you im like an addict hooked on drug baby baby baby i cant do without you i love you so much darling i cant do without you i need you so bad right now baby baby baby i cant live without you i just got to have your love i cant do without you oh baby show me one more time baby baby baby do without you i need you so bad now darling,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
58,Clarence Carter,I Can’t Leave Your Love Alone,I Can't Leave Your Love Alone by Clarence Carter,,1970.0,,,0,https://genius.com/Clarence-carter-i-cant-leave-your-love-alone-lyrics,0,1,2,baby your love makes me feel so good its got me doing things baby i never dreamed i would but we got to check ourselves cause we belong to someone else and i cant leave your love alone i just cant leave your love alone when you chuck your love on me its got me begging and crying wrecking every bone in my body oh lord just tearing up my mind its been sunk in too deep and its become a big part of me i cant leave your love alone i just cant leave your love alone i know this slipping around can be a dangerous thing but we got to keep on taking these chances you might also likei got my good luck piece in my hand hoping they wont catch us wont catch us redhanded oh the effect of your love leave me shook up after youre gone setting fire to my clothes baby leaving my body so warm but i know what were doing is wrong but i cant leave your love alone i just cant leave your love alone oh lord i cant leave your love alone all of my friends try to tell me but i just cant leave your love alone oh no no i cant leave your love alone its got me its got me its got me so bad,https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
59,Clarence Carter,Willie and Laura Mae Jones,Willie and Laura Mae Jones by Clarence Carter,,1970.0,,,0,https://genius.com/Clarence-carter-willie-and-laura-mae-jones-lyrics,0,1,1,"willie and laura mae jones were our neighbors a long time back they lived right down the road from us in a shack just like our shack we worked in the fields together and we learned to count on each other when you live off the land you dont have the time to think about another mans color they sit out on the front porch in the evening when the sun went down willie would play and laura would sing and the children would dance around id bring em out my guitar and wed play into the night and every now and then ol willie would grin and say ""boy you play all right"" ha ha ha the cotton was high and the corn was growing fine but that was another place and another time yeah the cotton was high and the corn was growing fine aha but that was another place and another time i remember when willie would hitch the mules up when sandy rolled around wed always stop by willies house and say ""hey yall want something from town"" hed say no but why dont yall stop back on your way home ill get laura mae to cook up some corn bone they good yall you might also likethe cotton was high and the corn was growing fine but that was another place and another time now the years rolled by at last and took back what they had given we all knew we had to move if i was gonna make a living so we all moved off and went our separate ways and it sure was hard to say goodbye to willie and laura mae jones yall the cotton was high and the corn was growing fine but that was another place and another time yeah the cotton was high and the corn was growing fine aha but that was another place and another time the years rolled passed our door and we heard from them no more til i saw willie downtown the other day i said ""yall stop by tonight we can sit down and eat a bite wed love to see your children and laura mae"" he shook his head real slow and spoke with his eyes so kind he said this is another place and another time the cotton was high and the corn was growing fine aha but that was another place and another time yeah the cotton was high and the corn was growing fine aha but that was another place and another time yeah the cotton was high and the corn was growing fine uhhuh but that was another place and another time well",https://images.genius.com/9e2fc2024d71c04703f860240c57501d.1000x1000x1.jpg,male,soul
60,Curtis Mayfield,Pusherman,Pusherman by Curtis Mayfield,,1972.0,7.0,,90103,https://genius.com/Curtis-mayfield-pusherman-lyrics,0,1,1," im your mama im your daddy im that nigga in the alley im your doctor when in need want some coke have some weed you know me im your friend your main boy thick and thin  im your pusherman im your pusherman hahaha  aint i clean bad machine super cool super mean feelin good for the man super fly here i stand secret stash heavy bread baddest bitches in the bed  im your pusherman im your pusherman im your pusher man you might also like silent life of crime a man of odd circumstance a victim of ghetto demands feed me money for style and ill let you trip for a while insecure from the past how long can a good thing last woohoo oh no got to be mellow yall got to get mellow now pusherman gettin mellow yall  heavy mind heavy sign makin money all the time my el d and just me for all junkies to see ghetto prince is my thing makin loves how i swing  im your pusherman im your pusherman huh ha ""two bags please"" for a generous fee make your world what you want it to be got a woman i love desperately wanna give her somethin better than me been told i cant be nothin else just a hustler in spite of myself i know i can break it this life just dont make it lord lord yeah got to get mellow now got to be mellow yall got to get mellow now  im your mama im your daddy im that nigga in the alley im your doctor when in need want some coke have some weed you know me im your friend your main boy thick and thin im your pusherman im your pusherman im your pusherman your pusherman  lord lord its all messed up",https://images.genius.com/09d9756e6cc207a6cd695f2a05ac3e6f.418x418x1.jpg,male,soul
61,Curtis Mayfield,Move on Up,Move on Up by Curtis Mayfield,,1970.0,9.0,,68190,https://genius.com/Curtis-mayfield-move-on-up-lyrics,0,1,1, hush now child and dont you cry your folks might understand you by and by  just move on up toward your destination though you may find from time to time complication  bite your lip and take the trip though there may be wet road ahead and you cannot slip  just move on up for peace youll find into the steeple of beautiful people where theres only one kind  so hush now child and dont you cry your folks might understand you by and by you might also like move on up and keep on wishin remember your dream is your only scheme so keep on pushin  take nothing less than the supreme best do not obey rumors people say for you can pass the test  just move on up to a greater day with just a little faith if you put your mind to it you can surely do it just move on up move on up but move on up oh child but just amove on up but move on up move on up,https://images.genius.com/09d9756e6cc207a6cd695f2a05ac3e6f.418x418x1.jpg,male,soul
62,Curtis Mayfield,The Makings of You,The Makings of You by Curtis Mayfield,,1970.0,9.0,,48548,https://genius.com/Curtis-mayfield-the-makings-of-you-lyrics,0,1,1, add a little sugar honeysuckle and a great big expression of happiness boy you couldn’t miss with a dozen roses such would astound you the joy of children laughing around you these are the makings of you it is true the makings of you  the righteous way to go little one would know or believe if i told them so youre second to none  the love of all mankind should reflect some sign of these words ive tried to recite they are close but not quite almost impossible to do reciting the makings of you  the righteous way to go little one would know or believe if i told them so youre second to none you might also like the love of all mankind should reflect some sign of these words ive tried to recite they are close but not quite almost impossible to do reciting the makings of you,https://images.genius.com/09d9756e6cc207a6cd695f2a05ac3e6f.418x418x1.jpg,male,soul
